origin,model,model_version,params_hash,mae,rmse,smape,first_seen
2026-05-03 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1669.14,1998.36,3.027,2026-09-08 08:38:45+00:00
2026-05-04 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1136.6,1528.59,2.084,2026-09-08 08:38:45+00:00
2026-05-05 21:00:00+00:00,HistGradientBoosting,v1,d3598930,2358.38,3254.51,4.098,2026-09-08 08:38:45+00:00
2026-05-06 21:00:00+00:00,HistGradientBoosting,v1,d3598930,918.93,1143.32,1.616,2026-09-08 08:38:45+00:00
2026-05-07 21:00:00+00:00,HistGradientBoosting,v1,d3598930,3354.85,4377.93,6.42,2026-09-08 08:38:45+00:00
2026-05-08 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1688.82,2042.88,3.726,2026-09-08 08:38:45+00:00
2026-05-09 21:00:00+00:00,HistGradientBoosting,v1,d3598930,524.84,672.53,1.27,2026-09-08 08:38:45+00:00
2026-05-10 21:00:00+00:00,HistGradientBoosting,v1,d3598930,2775.48,3175.95,5.087,2026-09-08 08:38:45+00:00
2026-05-11 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1399.38,1559.0,2.548,2026-09-08 08:38:45+00:00
2026-05-12 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1638.96,2032.67,3.011,2026-09-08 08:38:45+00:00
2026-05-13 21:00:00+00:00,HistGradientBoosting,v1,d3598930,2495.6,2902.94,5.431,2026-09-08 08:38:45+00:00
2026-05-14 21:00:00+00:00,HistGradientBoosting,v1,d3598930,3098.63,3630.42,6.221,2026-09-08 08:38:45+00:00
2026-05-15 21:00:00+00:00,HistGradientBoosting,v1,d3598930,897.9,1244.29,2.017,2026-09-08 08:38:45+00:00
2026-05-16 21:00:00+00:00,HistGradientBoosting,v1,d3598930,878.83,1061.31,2.088,2026-09-08 08:38:45+00:00
2026-05-17 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1191.05,1378.95,2.301,2026-09-08 08:38:45+00:00
2026-05-18 21:00:00+00:00,HistGradientBoosting,v1,d3598930,939.65,1160.59,1.755,2026-09-08 08:38:45+00:00
2026-05-19 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1743.97,2103.43,3.141,2026-09-08 08:38:45+00:00
2026-05-20 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1171.67,1608.12,2.202,2026-09-08 08:38:45+00:00
2026-05-21 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1380.62,1845.03,2.716,2026-09-08 08:38:45+00:00
2026-05-22 21:00:00+00:00,HistGradientBoosting,v1,d3598930,2124.09,2544.02,4.707,2026-09-08 08:38:45+00:00
2026-05-23 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1513.69,1664.86,3.815,2026-09-08 08:38:45+00:00
2026-05-24 21:00:00+00:00,HistGradientBoosting,v1,d3598930,5088.71,5860.18,11.563,2026-09-08 08:38:45+00:00
2026-05-25 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1264.67,1561.65,2.507,2026-09-08 08:38:45+00:00
2026-05-26 21:00:00+00:00,HistGradientBoosting,v1,d3598930,767.76,920.16,1.528,2026-09-08 08:38:45+00:00
2026-05-27 21:00:00+00:00,HistGradientBoosting,v1,d3598930,3205.2,3412.52,6.006,2026-09-08 08:38:45+00:00
2026-05-28 21:00:00+00:00,HistGradientBoosting,v1,d3598930,793.02,1113.14,1.579,2026-09-08 08:38:45+00:00
2026-05-29 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1981.63,2477.18,4.234,2026-09-08 08:38:45+00:00
2026-05-30 21:00:00+00:00,HistGradientBoosting,v1,d3598930,972.75,1225.47,2.238,2026-09-08 08:38:45+00:00
2026-05-31 21:00:00+00:00,HistGradientBoosting,v1,d3598930,3024.15,3548.03,6.173,2026-09-08 08:38:45+00:00
2026-06-01 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1518.57,1846.0,2.779,2026-09-08 08:38:45+00:00
2026-06-02 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1711.94,2066.74,3.101,2026-09-08 08:38:45+00:00
2026-06-03 21:00:00+00:00,HistGradientBoosting,v1,d3598930,3956.9,4949.34,7.698,2026-09-08 08:38:45+00:00
2026-06-04 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1529.9,1930.09,3.0,2026-09-08 08:38:45+00:00
2026-06-05 21:00:00+00:00,HistGradientBoosting,v1,d3598930,2191.6,2618.5,4.854,2026-09-08 08:38:45+00:00
2026-06-06 21:00:00+00:00,HistGradientBoosting,v1,d3598930,735.36,881.7,1.781,2026-09-08 08:38:45+00:00
2026-06-07 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1366.22,1584.61,2.626,2026-09-08 08:38:45+00:00
2026-06-08 21:00:00+00:00,HistGradientBoosting,v1,d3598930,722.42,973.97,1.428,2026-09-08 08:38:45+00:00
2026-06-09 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1155.22,1346.57,2.131,2026-09-08 08:38:45+00:00
2026-06-10 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1290.57,1482.45,2.476,2026-09-08 08:38:45+00:00
2026-06-11 21:00:00+00:00,HistGradientBoosting,v1,d3598930,4230.45,5135.38,7.726,2026-09-08 08:38:45+00:00
2026-06-12 21:00:00+00:00,HistGradientBoosting,v1,d3598930,825.55,1046.11,1.83,2026-09-08 08:38:45+00:00
2026-06-13 21:00:00+00:00,HistGradientBoosting,v1,d3598930,600.95,700.12,1.486,2026-09-08 08:38:45+00:00
2026-06-14 21:00:00+00:00,HistGradientBoosting,v1,d3598930,975.22,1169.57,1.855,2026-09-08 08:38:45+00:00
2026-06-15 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1123.3,1395.32,2.077,2026-09-08 08:38:45+00:00
2026-06-16 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1060.04,1352.57,1.936,2026-09-08 08:38:45+00:00
2026-06-17 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1309.12,1523.85,2.412,2026-09-08 08:38:45+00:00
2026-06-18 21:00:00+00:00,HistGradientBoosting,v1,d3598930,630.09,848.85,1.142,2026-09-08 08:38:45+00:00
2026-06-19 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1088.49,1286.03,2.423,2026-09-08 08:38:45+00:00
2026-06-20 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1236.1,1677.3,2.767,2026-09-08 08:38:45+00:00
2026-06-21 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1422.13,1883.08,2.687,2026-09-08 08:38:45+00:00
2026-06-22 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1396.8,1530.86,2.525,2026-09-08 08:38:45+00:00
2026-06-23 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1309.15,1699.17,2.345,2026-09-08 08:38:45+00:00
2026-06-24 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1863.52,2073.71,3.234,2026-09-08 08:38:45+00:00
2026-06-25 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1346.46,1663.61,2.378,2026-09-08 08:38:45+00:00
2026-06-26 21:00:00+00:00,HistGradientBoosting,v1,d3598930,2464.82,2885.16,4.835,2026-09-08 08:38:45+00:00
2026-06-27 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1410.35,1758.36,2.931,2026-09-08 08:38:45+00:00
2026-06-28 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1432.2,1905.17,2.465,2026-09-08 08:38:45+00:00
2026-06-29 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1741.64,2034.05,2.988,2026-09-08 08:38:45+00:00
2026-06-30 21:00:00+00:00,HistGradientBoosting,v1,d3598930,810.48,1022.53,1.48,2026-09-08 08:38:45+00:00
2026-07-01 21:00:00+00:00,HistGradientBoosting,v1,d3598930,2377.47,2840.92,4.089,2026-09-08 08:38:45+00:00
2026-07-02 21:00:00+00:00,HistGradientBoosting,v1,d3598930,2757.56,2952.17,5.218,2026-09-08 08:38:45+00:00
2026-07-03 21:00:00+00:00,HistGradientBoosting,v1,d3598930,2274.28,2704.67,4.772,2026-09-08 08:38:45+00:00
2026-07-04 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1385.58,1681.0,3.238,2026-09-08 08:38:45+00:00
2026-07-05 21:00:00+00:00,HistGradientBoosting,v1,d3598930,2135.98,2551.3,3.853,2026-09-08 08:38:45+00:00
2026-07-06 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1881.17,2296.43,3.402,2026-09-08 08:38:45+00:00
2026-07-07 21:00:00+00:00,HistGradientBoosting,v1,d3598930,932.79,1142.87,1.778,2026-09-08 08:38:45+00:00
2026-07-08 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1031.3,1245.92,1.887,2026-09-08 08:38:45+00:00
2026-07-09 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1532.22,1856.68,2.905,2026-09-08 08:38:45+00:00
2026-07-10 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1218.57,1506.55,2.637,2026-09-08 08:38:45+00:00
2026-07-11 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1488.43,1924.24,3.365,2026-09-08 08:38:45+00:00
2026-07-12 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1620.17,1943.73,2.92,2026-09-08 08:38:45+00:00
2026-07-13 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1046.1,1345.64,1.864,2026-09-08 08:38:45+00:00
2026-07-14 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1091.11,1407.35,1.969,2026-09-08 08:38:45+00:00
2026-07-15 21:00:00+00:00,HistGradientBoosting,v1,d3598930,645.14,842.58,1.161,2026-09-08 08:38:45+00:00
2026-07-16 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1240.82,1424.79,2.299,2026-09-08 08:38:45+00:00
2026-07-17 21:00:00+00:00,HistGradientBoosting,v1,d3598930,685.99,821.27,1.511,2026-09-08 08:38:45+00:00
2026-07-18 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1216.95,1490.75,2.818,2026-09-08 08:38:45+00:00
2026-07-19 21:00:00+00:00,HistGradientBoosting,v1,d3598930,956.56,1180.01,1.81,2026-09-08 08:38:45+00:00
2026-07-20 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1682.01,2005.79,3.089,2026-09-08 08:38:45+00:00
2026-07-21 21:00:00+00:00,HistGradientBoosting,v1,d3598930,931.02,1125.85,1.711,2026-09-08 08:38:45+00:00
2026-07-22 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1481.91,1927.51,2.777,2026-09-08 08:38:45+00:00
2026-07-23 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1194.84,1460.28,2.265,2026-09-08 08:38:45+00:00
2026-07-24 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1599.7,1849.68,3.446,2026-09-08 08:38:45+00:00
2026-07-25 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1208.38,1549.49,2.78,2026-09-08 08:38:45+00:00
2026-07-26 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1032.66,1268.4,2.103,2026-09-08 08:38:45+00:00
2026-07-27 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1120.04,1483.67,2.138,2026-09-08 08:38:45+00:00
2026-07-28 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1199.41,1560.69,2.21,2026-09-08 08:38:45+00:00
2026-07-29 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1731.92,2165.08,3.121,2026-09-08 08:38:45+00:00
2026-07-30 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1164.47,1335.37,2.179,2026-09-08 08:38:45+00:00
2026-07-31 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1144.7,1331.98,2.534,2026-09-08 08:38:45+00:00
2026-08-01 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1600.95,1833.02,3.715,2026-09-08 08:38:45+00:00
2026-08-02 21:00:00+00:00,HistGradientBoosting,v1,d3598930,920.5,1145.78,1.711,2026-09-08 08:38:45+00:00
2026-08-03 21:00:00+00:00,HistGradientBoosting,v1,d3598930,883.54,1074.34,1.681,2026-09-08 08:38:45+00:00
2026-08-04 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1758.4,2113.52,3.282,2026-09-08 08:38:45+00:00
2026-08-05 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1999.8,2728.89,3.858,2026-09-08 08:38:45+00:00
2026-08-06 21:00:00+00:00,HistGradientBoosting,v1,d3598930,2576.59,3213.63,5.169,2026-09-08 08:38:45+00:00
2026-08-07 21:00:00+00:00,HistGradientBoosting,v1,d3598930,742.63,920.96,1.774,2026-09-08 08:38:45+00:00
2026-08-08 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1020.4,1223.99,2.5,2026-09-08 08:38:45+00:00
2026-08-09 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1203.92,1541.49,2.317,2026-09-08 08:38:45+00:00
2026-08-10 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1809.1,2223.77,3.408,2026-09-08 08:38:45+00:00
2026-08-11 21:00:00+00:00,HistGradientBoosting,v1,d3598930,390.61,457.17,0.82,2026-09-08 08:38:45+00:00
2026-08-12 21:00:00+00:00,HistGradientBoosting,v1,d3598930,743.2,852.05,1.485,2026-09-08 08:38:45+00:00
2026-08-13 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1093.81,1382.86,2.145,2026-09-08 08:38:45+00:00
2026-08-14 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1759.92,2139.83,3.918,2026-09-08 08:38:45+00:00
2026-08-15 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1534.02,1769.64,3.616,2026-09-08 08:38:45+00:00
2026-08-16 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1705.39,1960.82,3.371,2026-09-08 08:38:45+00:00
2026-08-17 21:00:00+00:00,HistGradientBoosting,v1,d3598930,656.92,796.37,1.297,2026-09-08 08:38:45+00:00
2026-08-18 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1638.11,2098.62,3.143,2026-09-08 08:38:45+00:00
2026-08-19 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1206.37,1363.71,2.565,2026-09-08 08:38:45+00:00
2026-08-20 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1377.01,1525.58,2.914,2026-09-08 08:38:45+00:00
2026-08-21 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1718.43,2179.99,3.917,2026-09-08 08:38:45+00:00
2026-08-22 21:00:00+00:00,HistGradientBoosting,v1,d3598930,2608.74,2850.0,6.401,2026-09-08 08:38:45+00:00
2026-08-23 21:00:00+00:00,HistGradientBoosting,v1,d3598930,967.88,1146.17,1.968,2026-09-08 08:38:45+00:00
2026-08-24 21:00:00+00:00,HistGradientBoosting,v1,d3598930,731.0,929.42,1.458,2026-09-08 08:38:45+00:00
2026-08-25 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1222.23,1495.91,2.288,2026-09-08 08:38:45+00:00
2026-08-26 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1934.14,2175.54,3.71,2026-09-08 08:38:45+00:00
2026-08-27 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1373.25,1639.63,2.722,2026-09-08 08:38:45+00:00
2026-08-28 21:00:00+00:00,HistGradientBoosting,v1,d3598930,660.42,827.9,1.531,2026-09-08 08:38:45+00:00
2026-08-29 21:00:00+00:00,HistGradientBoosting,v1,d3598930,1520.99,1578.64,4.246,2026-09-08 08:38:45+00:00
